Code,area_risco_km2,Município,SIGLA_UF,Code,area_municipio_km2,perc_area_em_risco
4317756,203.4819421,Santo Antônio do Planalto,RS,4317756,203.4819421,100
4317806,467.7782479,Santo Augusto,RS,4317806,467.7782479,100
4317905,367.2251411,Santo Cristo,RS,4317905,367.2251411,100
4317954,125.6773712,Santo Expedito do Sul,RS,4317954,125.6773712,100
4319901,136.6157353,Sapiranga,RS,4319901,136.6157353,100
4320008,58.30189115,Sapucaia do Sul,RS,4320008,58.30189115,100
4320107,351.7689614,Sarandi,RS,4320107,351.7689614,100
4320206,300.8409991,Seberi,RS,4320206,300.8409991,100
4320230,119.3117102,Sede Nova,RS,4320230,119.3117102,100
4320263,245.2032873,Segredo,RS,4320263,245.2032873,100
4320305,176.4921936,Selbach,RS,4320305,176.4921936,100
4320321,147.0732166,Senador Salgado Filho,RS,4320321,147.0732166,100
4320354,282.3131679,Sentinela do Sul,RS,4320354,282.3131679,100
4320404,163.3900813,Serafina Corrêa,RS,4320404,163.3900813,100
4320503,440.7813509,Sertão,RS,4320503,440.7813509,100
4320552,252.1725694,Sertão Santana,RS,4320552,252.1725694,100
4320578,129.2415567,Sete de Setembro,RS,4320578,129.2415567,100
4320602,167.6703392,Severiano de Almeida,RS,4320602,167.6703392,100
4320651,119.2881116,Silveira Martins,RS,4320651,119.2881116,100
4320677,510.3353458,Sinimbu,RS,4320677,510.3353458,100
4320701,128.8366672,Sobradinho,RS,4320701,128.8366672,100
4320800,1215.363414,Soledade,RS,4320800,1215.363414,100
4320859,94.81072397,Tabaí,RS,4320859,94.81072397,100
4320909,238.1941058,Tapejara,RS,4320909,238.1941058,100
4321006,179.9625014,Tapera,RS,4321006,179.9625014,100
4321105,806.0379124,Tapes,RS,4321105,806.042365,99.9994476
4321204,453.1200725,Taquara,RS,4321204,453.1200725,100
4321303,350.1570111,Taquari,RS,4321303,350.1570111,100
4321329,76.9201058,Taquaruçu do Sul,RS,4321329,76.9201058,100
4321352,610.6848073,Tavares,RS,4321352,610.6880457,99.99946972
4321402,337.4978417,Tenente Portela,RS,4321402,337.4978417,100
4321436,142.5591003,Terra de Areia,RS,4321436,142.5592103,99.9999228
4321451,177.8969332,Teutônia,RS,4321451,177.8969332,100
4321469,113.9702744,Tio Hugo,RS,4321469,113.9702744,100
4321477,236.6525457,Tiradentes do Sul,RS,4321477,236.653468,99.99961026
4321493,198.3180128,Toropi,RS,4321493,198.3180128,100
4321501,161.9567112,Torres,RS,4321501,161.9574657,99.9995341
4321634,148.6601182,Três Arroios,RS,4321634,148.6601182,100
4321667,251.966536,Três Cachoeiras,RS,4321667,251.966536,100
4321709,165.484036,Três Coroas,RS,4321709,165.484036,100
4321808,421.4646137,Três de Maio,RS,4321808,421.4646137,100
4321832,217.7727323,Três Forquilhas,RS,4321832,217.7727323,100
4321857,180.6284513,Três Palmeiras,RS,4321857,180.6284513,100
4321907,268.9019284,Três Passos,RS,4321907,268.9019284,100
4321600,143.1112207,Tramandaí,RS,4321600,143.1117522,99.99962864
4321626,80.71514701,Travesseiro,RS,4321626,80.71514701,100
4321956,268.4567406,Trindade do Sul,RS,4321956,268.4567406,100
4322004,818.1795674,Triunfo,RS,4322004,818.1795674,100
4322103,181.2019194,Tucunduva,RS,4322103,181.2019194,100
4322152,217.3339658,Tunas,RS,4322152,217.3339658,100
4322186,135.3411368,Tupanci do Sul,RS,4322186,135.3411368,100
4322202,2253.246917,Tupanciretã,RS,4322202,2253.246917,100
4322251,59.49228417,Tupandi,RS,4322251,59.49228417,100
4322301,307.7217187,Tuparendi,RS,4322301,307.7217187,100
4322327,253.7314276,Turuçu,RS,4322327,253.7316667,99.99990576
4322343,125.8818236,Ubiretama,RS,4322343,125.8818236,100
4322350,131.213282,União da Serra,RS,4322350,131.213282,100
4322376,602.4820946,Unistalda,RS,4322376,602.4820946,100
4322400,5707.024979,Uruguaiana,RS,4322400,5707.032747,99.99986388
4322509,2126.877412,Vacaria,RS,4322509,2126.877412,100
4322533,328.3400198,Vale do Sol,RS,4322533,328.3400198,100
4322541,45.12457992,Vale Real,RS,4322541,45.12457992,100
4322525,329.8622434,Vale Verde,RS,4322525,329.8622434,100
4322558,64.94081667,Vanini,RS,4322558,64.94081667,100
4322608,772.8811924,Venâncio Aires,RS,4322608,772.8811924,100
4322707,309.6970264,Vera Cruz,RS,4322707,309.6970264,100
4322806,289.5986255,Veranópolis,RS,4322806,289.5986255,100
4322855,113.6824944,Vespasiano Corrêa,RS,4322855,113.6824944,100
4322905,268.2018396,Viadutos,RS,4322905,268.2018396,100
4323002,1498.180131,Viamão,RS,4323002,1498.186216,99.99959382
4323101,193.0341109,Vicente Dutra,RS,4323101,193.0341109,100
4323200,238.1816304,Victor Graeff,RS,4323200,238.1816304,100
4323309,107.7769961,Vila Flores,RS,4323309,107.7769961,100
4323358,151.7575339,Vila Lângaro,RS,4323358,151.7575339,100
4323408,181.1342786,Vila Maria,RS,4323408,181.1342786,100
4323457,508.2789243,Vila Nova do Sul,RS,4323457,508.2789243,100
4323507,77.63250422,Vista Alegre,RS,4323507,77.63250422,100
4323606,119.3949356,Vista Alegre do Prata,RS,4323606,119.3949356,100
4323705,90.02268239,Vista Gaúcha,RS,4323705,90.02268239,100
4323754,258.318245,Vitória das Missões,RS,4323754,258.318245,100
4323770,63.70323789,Westfália,RS,4323770,63.70323789,100
4323804,60.86415378,Xangri-lá,RS,4323804,60.86457703,99.9993046
