"country","state","municipality","municipality - state","geocode","feature_id","class","class_level_0","class_level_1","class_level_2","2013","2023","urbanization_growt","total_eventos","total_afetados","populacao_total","percentual_afetados","municipality (Right)","state (Right)"
"Brasil","Acre","Tarauacá","Tarauacá - AC",1200609,72,24,"Antropic","4. Non vegetated area","4.2. Urban Area",489.073247619633,658.404118029794,34.62280368724128,2,23277,35526,"65.52102685357202","Tarauacá","AC"
"Brasil","Acre","Xapuri","Xapuri - AC",1200708,73,24,"Antropic","4. Non vegetated area","4.2. Urban Area",328.201960076905,343.144512927247,4.55285301978106,1,14394,16016,"89.87262737262736","Xapuri","AC"
"Brasil","Acre","Porto Acre","Porto Acre - AC",1200807,74,24,"Antropic","4. Non vegetated area","4.2. Urban Area",525.2212291687,581.635431256101,10.74103614903214,1,4516,14806,"30.501148183168986","Porto Acre","AC"
"Brasil","Amazonas","Alvarães","Alvarães - AM",1300029,75,24,"Antropic","4. Non vegetated area","4.2. Urban Area",111.306945672607,132.550798187256,19.085828279876313,1,624,14080,"4.431818181818182","Alvarães","AM"
"Brasil","Amazonas","Coari","Coari - AM",1301209,94,24,"Antropic","4. Non vegetated area","4.2. Urban Area",1060.64410483401,1129.8426110474,6.524196561128242,1,810,75909,"1.067067146188199","Coari","AM"
"Brasil","Amazonas","Envira","Envira - AM",1301506,97,24,"Antropic","4. Non vegetated area","4.2. Urban Area",351.645109735111,383.298340472414,9.001470477194145,2,5416,16328,"33.17001469867712","Envira","AM"
"Brasil","Amazonas","Guajará","Guajará - AM",1301654,99,24,"Antropic","4. Non vegetated area","4.2. Urban Area",349.71784555664,361.421272296144,3.346534038283317,1,5775,14074,"41.03311070058264","Guajará","AM"
"Brasil","Amazonas","Humaitá","Humaitá - AM",1301704,100,24,"Antropic","4. Non vegetated area","4.2. Urban Area",1413.27601524658,1462.13555731812,3.4571832780318665,2,4933,4919,"100.28461069323033","Humaitá","RS"
"Brasil","Amazonas","Itacoatiara","Itacoatiara - AM",1301902,103,24,"Antropic","4. Non vegetated area","4.2. Urban Area",1815.17093139039,1895.24317492066,4.411278417120534,1,3738,86840,"4.304467987102718","Itacoatiara","AM"
"Brasil","Amazonas","Manacapuru","Manacapuru - AM",1302504,110,24,"Antropic","4. Non vegetated area","4.2. Urban Area",1344.26331744387,1510.36792471927,12.356552850913879,2,3830,85144,"4.498261768298413","Manacapuru","AM"
"Brasil","Amazonas","Parintins","Parintins - AM",1303403,120,24,"Antropic","4. Non vegetated area","4.2. Urban Area",1542.13203060307,1599.5567249329,3.7237210037958457,1,13361,102066,"13.090549252444497","Parintins","AM"
"Brasil","Amazonas","Tefé","Tefé - AM",1304203,132,24,"Antropic","4. Non vegetated area","4.2. Urban Area",768.233291284192,825.171976342778,7.411639889154801,1,1110,61399,"1.8078470333393053","Tefé","AM"
"Brasil","Roraima","Alto Alegre","Alto Alegre - RR",1400050,138,24,"Antropic","4. Non vegetated area","4.2. Urban Area",384.627210699464,412.12609118042,7.149489093854779,1,1848,1848,"100.0","Alto Alegre","RS"
"Brasil","Roraima","Caracaraí","Caracaraí - RR",1400209,142,24,"Antropic","4. Non vegetated area","4.2. Urban Area",825.111097320553,851.208627758786,3.162911094394622,1,0,18384,"0.0","Caracaraí","RR"
"Brasil","Pará","Acará","Acará - PA",1500206,154,24,"Antropic","4. Non vegetated area","4.2. Urban Area",270.436158837891,325.295526025392,20.285514859862225,1,23411,53605,"43.67316481671486","Acará","PA"
"Brasil","Pará","Alenquer","Alenquer - PA",1500404,157,24,"Antropic","4. Non vegetated area","4.2. Urban Area",868.287878173826,1031.34839666746,18.779545654441385,3,14842,52714,"28.155708161019845","Alenquer","PA"
"Brasil","Pará","Altamira","Altamira - PA",1500602,159,24,"Antropic","4. Non vegetated area","4.2. Urban Area",3780.72808991086,4401.05065933237,16.40748963346199,3,551,105030,"0.5246120156145863","Altamira","PA"
"Brasil","Pará","Ananindeua","Ananindeua - PA",1500800,161,24,"Antropic","4. Non vegetated area","4.2. Urban Area",5896.38131743153,6225.09529156478,5.5748425421787084,1,200,471744,"0.04239587572920906","Ananindeua","PA"
"Brasil","Pará","Anapu","Anapu - PA",1500859,162,24,"Antropic","4. Non vegetated area","4.2. Urban Area",569.104239379884,772.661702319334,35.7680454394881,1,5196,20493,"25.354999268042743","Anapu","PA"
"Brasil","Pará","Bagre","Bagre - PA",1501105,166,24,"Antropic","4. Non vegetated area","4.2. Urban Area",91.8515361389159,107.398410015869,16.926090221768387,2,4700,23855,"19.702368476210438","Bagre","PA"
"Brasil","Pará","Baião","Baião - PA",1501204,167,24,"Antropic","4. Non vegetated area","4.2. Urban Area",411.790797448729,493.313240838623,19.797053235519225,1,3708,36907,"10.04687457663858","Baião","PA"
"Brasil","Pará","Bannach","Bannach - PA",1501253,168,24,"Antropic","4. Non vegetated area","4.2. Urban Area",105.443215997314,117.592614123535,11.52221886567884,1,4000,3434,"116.48223645894001","Bannach","PA"
"Brasil","Pará","Belém","Belém - PA",1501402,170,24,"Antropic","4. Non vegetated area","4.2. Urban Area",13610.8093876649,14213.9154953855,4.431081874287197,3,0,1392031,"0.0","Belém","PA"
"Brasil","Pará","Belterra","Belterra - PA",1501451,171,24,"Antropic","4. Non vegetated area","4.2. Urban Area",109.118011767578,154.302670947265,41.40898321711597,2,2080,16324,"12.74197500612595","Belterra","PA"
"Brasil","Pará","Bonito","Bonito - PA",1501600,174,24,"Antropic","4. Non vegetated area","4.2. Urban Area",151.218753009033,181.873561743164,20.27183012962674,1,6553,13630,"48.07776962582538","Bonito","PA"
"Brasil","Pará","Bragança","Bragança - PA",1501709,175,24,"Antropic","4. Non vegetated area","4.2. Urban Area",1136.50464765626,1446.75297094726,27.298464984793963,1,8,113165,"0.0070693235541024165","Bragança","PA"
"Brasil","Pará","Breves","Breves - PA",1501808,179,24,"Antropic","4. Non vegetated area","4.2. Urban Area",650.453433184819,704.427031158446,8.297841969924844,1,0,92865,"0.0","Breves","PA"
"Brasil","Pará","Bujaru","Bujaru - PA",1501907,180,24,"Antropic","4. Non vegetated area","4.2. Urban Area",210.459146148681,222.970400738524,5.944742634755497,1,354,25700,"1.377431906614786","Bujaru","PA"
"Brasil","Pará","Castanhal","Castanhal - PA",1502400,187,24,"Antropic","4. Non vegetated area","4.2. Urban Area",3847.69967043474,4379.66238206204,13.82547384648644,2,7900,173096,"4.56394139668161","Castanhal","PA"
"Brasil","Pará","Colares","Colares - PA",1502608,189,24,"Antropic","4. Non vegetated area","4.2. Urban Area",300.246612011721,332.961771807859,10.896096238002128,1,8369,11382,"73.52837814092426","Colares","PA"
"Brasil","Pará","Curralinho","Curralinho - PA",1502806,194,24,"Antropic","4. Non vegetated area","4.2. Urban Area",170.666376367188,176.831806835938,3.612563060157265,1,8460,28582,"29.59904835210972","Curralinho","PA"
"Brasil","Pará","Curuá","Curuá - PA",1502855,195,24,"Antropic","4. Non vegetated area","4.2. Urban Area",248.484282745364,308.260572668456,24.05636656880555,1,2676,12262,"21.823519817321806","Curuá","PA"
"Brasil","Pará","Dom Eliseu","Dom Eliseu - PA",1502939,197,24,"Antropic","4. Non vegetated area","4.2. Urban Area",1024.43916460572,1119.65374345703,9.294312648419265,1,3972,51318,"7.7399742780311005","Dom Eliseu","PA"
"Brasil","Pará","Irituia","Irituia - PA",1503507,208,24,"Antropic","4. Non vegetated area","4.2. Urban Area",197.923332836914,254.664778833009,28.6683965871013,2,4474,31382,"14.25658020521318","Irituia","PA"
"Brasil","Pará","Juruti","Juruti - PA",1503903,213,24,"Antropic","4. Non vegetated area","4.2. Urban Area",736.81542799682,798.185725366203,8.329127626470912,3,9202,47123,"19.527619209303314","Juruti","PA"
"Brasil","Pará","Magalhães Barata","Magalhães Barata - PA",1504109,216,24,"Antropic","4. Non vegetated area","4.2. Urban Area",227.852844274902,255.295218481444,12.043902411607856,1,1939,8115,"23.894023413431917","Magalhães Barata","PA"
"Brasil","Pará","Maracanã","Maracanã - PA",1504307,218,24,"Antropic","4. Non vegetated area","4.2. Urban Area",622.870278210449,670.514940411377,7.649211058491108,4,3640,28376,"12.827741753594587","Maracanã","PA"
"Brasil","Pará","Monte Alegre","Monte Alegre - PA",1504802,226,24,"Antropic","4. Non vegetated area","4.2. Urban Area",1483.40937833861,1530.852441156,3.1982447671003214,2,8935,55459,"16.11100091959826","Monte Alegre","PA"
"Brasil","Pará","Muaná","Muaná - PA",1504901,227,24,"Antropic","4. Non vegetated area","4.2. Urban Area",124.219149725342,159.965668811035,28.776979366491606,1,6800,34237,"19.86155329029997","Muaná","PA"
"Brasil","Pará","Nova Ipixuna","Nova Ipixuna - PA",1504976,229,24,"Antropic","4. Non vegetated area","4.2. Urban Area",229.732484185792,239.174742199708,4.110110090604223,1,9,14645,"0.06145442130419938","Nova Ipixuna","PA"
"Brasil","Pará","Óbidos","Óbidos - PA",1505106,233,24,"Antropic","4. Non vegetated area","4.2. Urban Area",1001.16704541627,1090.07068693236,8.880000787393612,6,7371,49254,"14.965282007552686","Óbidos","PA"
"Brasil","Pará","Oriximiná","Oriximiná - PA",1505304,235,24,"Antropic","4. Non vegetated area","4.2. Urban Area",1266.02835987546,1376.29497807004,8.709648353013762,17,7889,62963,"12.529580864952433","Oriximiná","PA"
"Brasil","Pará","Pacajá","Pacajá - PA",1505486,238,24,"Antropic","4. Non vegetated area","4.2. Urban Area",685.537896057121,753.873696441645,9.968201725616952,1,3184,40052,"7.949665434934585","Pacajá","PA"
"Brasil","Pará","Paragominas","Paragominas - PA",1505502,240,24,"Antropic","4. Non vegetated area","4.2. Urban Area",2127.84142692871,2335.14756905515,9.742555977287381,1,8105,97788,"8.288338037387001","Paragominas","PA"
"Brasil","Pará","Placas","Placas - PA",1505650,245,24,"Antropic","4. Non vegetated area","4.2. Urban Area",388.372373071287,475.252091662596,22.37021081192147,1,5744,23930,"24.003343083994984","Placas","PA"
"Brasil","Pará","Prainha","Prainha - PA",1506005,249,24,"Antropic","4. Non vegetated area","4.2. Urban Area",573.727011114504,736.063438665775,28.295064448146075,4,9160,29265,"31.30018793780967","Prainha","PA"
"Brasil","Pará","Primavera","Primavera - PA",1506104,250,24,"Antropic","4. Non vegetated area","4.2. Urban Area",234.54699482422,278.703448474121,18.826271333381953,5,37,13439,"0.27531810402559714","Primavera","PE"
"Brasil","Pará","Redenção","Redenção - PA",1506138,252,24,"Antropic","4. Non vegetated area","4.2. Urban Area",2787.30840410761,3042.66396865849,9.161367438729304,2,29,26423,"0.10975286682057299","Redenção","CE"
"Brasil","Pará","Rio Maria","Rio Maria - PA",1506161,253,24,"Antropic","4. Non vegetated area","4.2. Urban Area",501.884995922842,554.477626367177,10.479020267906233,1,7685,17722,"43.36418011511116","Rio Maria","PA"
"Brasil","Pará","Rurópolis","Rurópolis - PA",1506195,255,24,"Antropic","4. Non vegetated area","4.2. Urban Area",655.153989550784,868.098348529059,32.50294776107269,2,7332,40068,"18.298891883797545","Rurópolis","PA"
"Brasil","Pará","Salvaterra","Salvaterra - PA",1506302,257,24,"Antropic","4. Non vegetated area","4.2. Urban Area",865.105409765616,882.98329048461,2.06655518705377,1,5608,20184,"27.784383670233847","Salvaterra","PA"
"Brasil","Pará","Santarém","Santarém - PA",1506807,265,24,"Antropic","4. Non vegetated area","4.2. Urban Area",6025.40811403189,6984.46703958713,15.916912305438627,2,150,294774,"0.050886441816442425","Santarém","PA"
"Brasil","Pará","Sapucaia","Sapucaia - PA",1507755,279,24,"Antropic","4. Non vegetated area","4.2. Urban Area",104.913740216064,128.790048895263,22.758037822335826,3,145,17504,"0.828382084095064","Sapucaia","RJ"
"Brasil","Pará","Soure","Soure - PA",1507904,281,24,"Antropic","4. Non vegetated area","4.2. Urban Area",939.4964002014,944.949249151597,0.5804012606145236,1,5455,22995,"23.722548380082625","Soure","PA"
"Brasil","Pará","Tomé-Açu","Tomé-Açu - PA",1508001,285,24,"Antropic","4. Non vegetated area","4.2. Urban Area",1071.91394007569,1214.47290926514,13.299478984234831,2,18718,56514,"33.120996567222285","Tomé-Açu","PA"
"Brasil","Pará","Tucumã","Tucumã - PA",1508084,288,24,"Antropic","4. Non vegetated area","4.2. Urban Area",1591.77813008421,1626.40923271481,2.1756237239399647,2,15,33651,"0.044575198359632695","Tucumã","PA"
"Brasil","Pará","Tucuruí","Tucuruí - PA",1508100,289,24,"Antropic","4. Non vegetated area","4.2. Urban Area",2136.43943781127,2244.65090271,5.065037790614364,1,170,97109,"0.17506101391220177","Tucuruí","PA"
"Brasil","Pará","Ulianópolis","Ulianópolis - PA",1508126,290,24,"Antropic","4. Non vegetated area","4.2. Urban Area",637.043077600106,666.214575396733,4.579203325860324,2,14413,43345,"33.25181681854885","Ulianópolis","PA"
"Brasil","Pará","Xinguara","Xinguara - PA",1508407,295,24,"Antropic","4. Non vegetated area","4.2. Urban Area",1520.26533774412,1640.33145142207,7.897707768310546,4,74731,40573,"184.188992679861","Xinguara","PA"
"Brasil","Amapá","Macapá","Macapá - AP",1600303,304,24,"Antropic","4. Non vegetated area","4.2. Urban Area",8464.85473136561,8847.11610638722,4.515864561800229,3,2754,397913,"0.6921110896100404","Macapá","AP"
"Brasil","Amapá","Mazagão","Mazagão - AP",1600402,305,24,"Antropic","4. Non vegetated area","4.2. Urban Area",387.71583489991,409.886345257576,5.718237008140091,1,1219,17030,"7.157956547269524","Mazagão","AP"
"Brasil","Amapá","Santana","Santana - AP",1600600,309,24,"Antropic","4. Non vegetated area","4.2. Urban Area",1826.21176597924,1904.88154859643,4.307812712782861,1,882,101203,"0.8715156665316245","Santana","AP"
"Brasil","Amapá","Tartarugalzinho","Tartarugalzinho - AP",1600709,310,24,"Antropic","4. Non vegetated area","4.2. Urban Area",332.367182153318,346.397888531492,4.221447583143678,2,229,12435,"1.8415761962203459","Tartarugalzinho","AP"
"Brasil","Tocantins","Alvorada","Alvorada - TO",1700707,316,24,"Antropic","4. Non vegetated area","4.2. Urban Area",514.084055413817,525.962024505613,2.310511086019717,1,195718,195718,"100.0","Alvorada","RS"
"Brasil","Tocantins","Araguaína","Araguaína - TO",1702109,323,24,"Antropic","4. Non vegetated area","4.2. Urban Area",6489.59088188456,6936.59847855196,6.888070524063459,1,0,150520,"0.0","Araguaína","TO"
"Brasil","Tocantins","Araguatins","Araguatins - TO",1702208,325,24,"Antropic","4. Non vegetated area","4.2. Urban Area",991.045314825451,1073.87793336793,8.358106062694816,1,0,31324,"0.0","Araguatins","TO"
"Brasil","Tocantins","Cachoeirinha","Cachoeirinha - TO",1703826,340,24,"Antropic","4. Non vegetated area","4.2. Urban Area",39.0279030517578,45.2510619140625,15.94540924745997,2,272258,118294,"230.15368488680744","Cachoeirinha","RS"
"Brasil","Tocantins","Centenário","Centenário - TO",1704105,346,24,"Antropic","4. Non vegetated area","4.2. Urban Area",80.2088474548339,84.6256455871582,5.506622115236637,2,5934,2967,"200.0","Centenário","RS"
"Brasil","Tocantins","Lajeado","Lajeado - TO",1712009,379,24,"Antropic","4. Non vegetated area","4.2. Urban Area",235.588361083986,283.356843316649,20.276248798060873,7,143556,71481,"200.83099005330087","Lajeado","RS"
"Brasil","Maranhão","Anapurus","Anapurus - MA",2100808,463,24,"Antropic","4. Non vegetated area","4.2. Urban Area",257.576275579832,318.601971575928,23.692281386832157,1,3110,13923,"22.33713998419881","Anapurus","MA"
"Brasil","Maranhão","Arari","Arari - MA",2101004,468,24,"Antropic","4. Non vegetated area","4.2. Urban Area",333.215213427733,362.395467633058,8.757179453228527,1,1157,28477,"4.0629279769638655","Arari","MA"
"Brasil","Maranhão","Bacabal","Bacabal - MA",2101202,470,24,"Antropic","4. Non vegetated area","4.2. Urban Area",1496.38866683961,1762.44271934814,17.77974254980419,1,1182,99960,"1.1824729891956784","Bacabal","MA"
"Brasil","Maranhão","Barreirinhas","Barreirinhas - MA",2101707,477,24,"Antropic","4. Non vegetated area","4.2. Urban Area",2232.43949199213,2425.49455592646,8.647717648197322,1,301,54991,"0.5473622956483788","Barreirinhas","MA"
"Brasil","Maranhão","Buriti","Buriti - MA",2102200,489,24,"Antropic","4. Non vegetated area","4.2. Urban Area",194.169287353515,229.667462487794,18.282075202577815,1,675,27042,"2.4961171510982916","Buriti","MA"
"Brasil","Maranhão","Buriticupu","Buriticupu - MA",2102325,491,24,"Antropic","4. Non vegetated area","4.2. Urban Area",1093.8424269287,1273.03152994387,16.381619381714675,4,16000,65226,"24.530095360745715","Buriticupu","MA"
"Brasil","Maranhão","Cantanhede","Cantanhede - MA",2102705,498,24,"Antropic","4. Non vegetated area","4.2. Urban Area",370.895593194584,382.851272070316,3.2234620996048395,1,325,20457,"1.588698245099477","Cantanhede","MA"
"Brasil","Maranhão","Carutapera","Carutapera - MA",2102903,501,24,"Antropic","4. Non vegetated area","4.2. Urban Area",349.555363568117,403.986123718262,15.57142753998629,1,1750,22008,"7.951653944020356","Carutapera","MA"
"Brasil","Maranhão","Codó","Codó - MA",2103307,509,24,"Antropic","4. Non vegetated area","4.2. Urban Area",1635.89972512203,1843.03878375852,12.662087746303538,1,0,118072,"0.0","Codó","MA"
"Brasil","Maranhão","Colinas","Colinas - MA",2103505,511,24,"Antropic","4. Non vegetated area","4.2. Urban Area",586.943997845471,708.851698699966,20.76990331309096,2,3360,39167,"8.578650394464727","Colinas","MA"
"Brasil","Maranhão","Colinas","Colinas - MA",2103505,511,24,"Antropic","4. Non vegetated area","4.2. Urban Area",586.943997845471,708.851698699966,20.76990331309096,3,7500,2420,"309.91735537190084","Colinas","RS"
"Brasil","Maranhão","Governador Nunes Freire","Governador Nunes Freire - MA",2104677,532,24,"Antropic","4. Non vegetated area","4.2. Urban Area",383.172950042724,440.438629956051,14.945125929933688,1,600,25402,"2.3620187386819933","Governador Nunes Freire","MA"
"Brasil","Maranhão","Grajaú","Grajaú - MA",2104800,534,24,"Antropic","4. Non vegetated area","4.2. Urban Area",2054.0328636047,2364.6513618103,15.12237236849675,1,1578,61903,"2.549149475792772","Grajaú","MA"
"Brasil","Maranhão","Monção","Monção - MA",2106904,571,24,"Antropic","4. Non vegetated area","4.2. Urban Area",328.826869696044,358.09628031616,8.90116146748336,2,3050,31748,"9.60690437192894","Monção","MA"
"Brasil","Maranhão","Palmeirândia","Palmeirândia - MA",2107605,581,24,"Antropic","4. Non vegetated area","4.2. Urban Area",214.424535369873,246.396355963135,14.910523433389738,1,5136,18766,"27.36864542257274","Palmeirândia","MA"
"Brasil","Maranhão","Peri Mirim","Peri Mirim - MA",2108405,591,24,"Antropic","4. Non vegetated area","4.2. Urban Area",104.402998950195,142.44898515625,36.44146872084074,1,750,13807,"5.432027232563192","Peri Mirim","MA"
"Brasil","Maranhão","Pindaré-Mirim","Pindaré-Mirim - MA",2108504,593,24,"Antropic","4. Non vegetated area","4.2. Urban Area",585.651067578124,660.775538934321,12.827513773152258,1,928,31145,"2.9796114946219294","Pindaré-Mirim","MA"
"Brasil","Maranhão","Raposa","Raposa - MA",2109452,606,24,"Antropic","4. Non vegetated area","4.2. Urban Area",1108.70310816041,1170.95734014892,5.615049829868682,1,21,26280,"0.07990867579908677","Raposa","MA"
"Brasil","Maranhão","Rosário","Rosário - MA",2109601,609,24,"Antropic","4. Non vegetated area","4.2. Urban Area",520.607534777837,562.569481762701,8.06018818048239,2,0,39582,"0.0","Rosário","MA"
"Brasil","Maranhão","Santa Helena","Santa Helena - MA",2109809,612,24,"Antropic","4. Non vegetated area","4.2. Urban Area",331.24004924927,375.012089776614,13.214597880464627,1,0,2382,"0.0","Santa Helena","SC"
"Brasil","Maranhão","Santa Inês","Santa Inês - MA",2109908,613,24,"Antropic","4. Non vegetated area","4.2. Urban Area",1570.14532669678,1908.19726615601,21.52997774864652,1,846,78182,"1.0820905067662634","Santa Inês","MA"
"Brasil","Maranhão","Santa Luzia","Santa Luzia - MA",2110005,614,24,"Antropic","4. Non vegetated area","4.2. Urban Area",824.53144422608,967.302196191423,17.315379900320263,1,1362,13332,"10.216021602160216","Santa Luzia","BA"
"Brasil","Maranhão","São Bento","São Bento - MA",2110500,622,24,"Antropic","4. Non vegetated area","4.2. Urban Area",346.843711547852,436.947481311035,25.978204811924893,1,6780,40717,"16.651521477515534","São Bento","MA"
"Brasil","Maranhão","São João Batista","São João Batista - MA",2111003,629,24,"Antropic","4. Non vegetated area","4.2. Urban Area",97.6742636352541,123.923162799073,26.873915591358227,1,648,19966,"3.2455173795452272","São João Batista","MA"
"Brasil","Maranhão","São João Batista","São João Batista - MA",2111003,629,24,"Antropic","4. Non vegetated area","4.2. Urban Area",97.6742636352541,123.923162799073,26.873915591358227,2,98,26260,"0.37319116527037316","São João Batista","SC"
"Brasil","Maranhão","São Roberto","São Roberto - MA",2111672,643,24,"Antropic","4. Non vegetated area","4.2. Urban Area",119.523913488769,121.928682568359,2.011956444026542,1,211,5957,"3.542051368138325","São Roberto","MA"
"Brasil","Maranhão","Satubinha","Satubinha - MA",2111722,645,24,"Antropic","4. Non vegetated area","4.2. Urban Area",99.2633630493165,102.831241479492,3.5943557830121944,1,70,11987,"0.5839659631267207","Satubinha","MA"
"Brasil","Maranhão","Tuntum","Tuntum - MA",2112308,657,24,"Antropic","4. Non vegetated area","4.2. Urban Area",593.128931396479,632.65362931518,6.66376159153845,1,427,39257,"1.0877041037267239","Tuntum","MA"
"Brasil","Maranhão","Turilândia","Turilândia - MA",2112456,659,24,"Antropic","4. Non vegetated area","4.2. Urban Area",234.679095043946,265.499162701416,13.132856018427486,1,700,22850,"3.063457330415755","Turilândia","MA"
"Brasil","Maranhão","Tutóia","Tutóia - MA",2112506,660,24,"Antropic","4. Non vegetated area","4.2. Urban Area",1936.04344617311,2048.64149793091,5.815884554676072,1,5000,52711,"9.48568609967559","Tutóia","MA"
"Brasil","Maranhão","Viana","Viana - MA",2112803,663,24,"Antropic","4. Non vegetated area","4.2. Urban Area",448.539885717771,553.244746228029,23.343489362758724,1,0,64999,"0.0","Viana","ES"
"Brasil","Piauí","Aroazes","Aroazes - PI",2200905,680,24,"Antropic","4. Non vegetated area","4.2. Urban Area",58.8535570129395,87.3023605285645,48.33829076697994,1,12,5781,"0.2075765438505449","Aroazes","PI"
"Brasil","Piauí","Barras","Barras - PI",2201200,687,24,"Antropic","4. Non vegetated area","4.2. Urban Area",484.493383813478,561.706427313234,15.936862314198663,1,1066,44850,"2.3768115942028984","Barras","PI"
"Brasil","Piauí","Batalha","Batalha - PI",2201507,690,24,"Antropic","4. Non vegetated area","4.2. Urban Area",362.619568963623,425.048664562988,17.216140810543983,2,4,25786,"0.01551229349259288","Batalha","PI"
